名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
怡然城二中附近经典大床房,"
                经典一室一厅一厨一卫，南北通透，全新家具家电，热水洗浴，免费上网，洗衣做饭，租住自由。日租短租长租均可
            ",100%,22 晚,小区住宅,1室1厅,整租,"双人床
单人床",2张,3人,1,65平米,提供,衡水-桃城区-榕花街大庆路-天鸿尚都,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '电脑', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下']",,乘路公交车直达,0,,138,,100.0%,100.0%,100.0%,6,5.0
温馨驿站_蓝波湾公寓独立厨卫大房间日租房,"
                房屋配有空调、液晶电视、热水器、洗衣机，独立卫生间，独立厨房、百兆wifi，沙发床、电梯公寓，上下楼方便，适合三口之家、情侣小憩、客户商洽，超大停车场
            ",100%,32 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,56平米,提供,衡水-桃城区-前进大街与和平路交叉口-恒丰蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '电梯', '对讲门禁', '电吹风', '接待儿童2到12岁', '接待老人60岁以上']",,,0,,104,,100.0%,100.0%,100.0%,2,5.0
【高铁站两公里】衡水学院蓝波湾公寓日租房,"
                房屋配有空调、液晶电视、热水器、洗衣机，独立卫生间和百兆wifi，沙发床、电梯公寓，上下楼方便，适合三口之家、情侣小憩、客户商洽，超大停车场
            ",100%,38 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,40平米,提供,衡水-桃城区-前进大街与和平路交叉口东北角-恒丰蓝波湾公寓,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '电梯', '对讲门禁', '电吹风', '接待儿童2到12岁', '接待老人60岁以上']",,,0,,101,,100.0%,100.0%,100.0%,2,5.0
二中南邻经济大床房,"
                经典一室一厅一厨一卫全阳面，采光好，全新家具家电，热水洗浴免费上网，洗衣做饭，租住自由
            ",100%,22 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,65平米,提供,衡水-桃城区-问津街和平路-和平家园,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下']",,3路车问津街口下车就到,0,,130,,100.0%,100.0%,100.0%,6,5.0
怡然城二中附近，大床房,"
                经典一室一厅一厨一卫，南北通透，屋内设施齐全，空调液晶电视，电脑热水器，整体厨房，灶具，双人床，单人床，床上用品干净卫生，每客必换，日租短租长租均可，来去自由，用房无忧
            ",100%,22 晚,小区住宅,1室1厅,整租,"双人床
单人床",2张,3人,1,57平米,提供,衡水-桃城区-大庆路怡然城-天鸿尚都,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '电脑', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下']",周围服务设施完善，工人医院，路北医院近在咫尺，怡然城集购物，娱乐餐饮于一体，,下高速南行10分钟直达，火车站近在咫尺10路公交站牌就在小区门口,0,,499,,100.0%,100.0%,100.0%,6,5.0
榕和小公寓,"
                暖气开放，无线网络，电视，电脑全自动洗衣机，气灶，应有尽有，住宅楼停车方便欢迎订购  
            ",100%,26 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,50平米,提供,衡水-桃城区-榕花大街136号-榕和佳苑小区,衡水,桃城区,"['无线WIFI', '电视', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '电吹风', '接待儿童2到12岁', '接待老人60岁以上']",,,0,,110,,100.0%,100.0%,94.3%,2,5.0
汇中广场复式跃层/巨幕影音房/近哈院/车站,"
                小复式跃层，诠释不一样得民宿体验，这里点点滴滴都是我精挑细选，精心装扮的，希望能给你留下最美的回忆。
【户型】我的这套房间是一室一厅一厨一卫敞开式loft跃层，落地窗，通风非常好，站在窗边一整天都会保持美美的好心情，环境整洁舒适！
【一层】配备，全新冷暖立式空调，三开门大冰箱，全新沙发茶几，全新地毯，全新液晶电视，百兆光纤网络，高速wifi，
【二楼卧室】卧室配备1.8米双人舒适大床，可供二人入住，席梦思品牌床垫，枕头是珍珠棉填充，床品都是以舒适纯棉为基础。希望你做个温馨的好梦。
【厨房】可以简单烹饪，有电热水壶，品牌油烟机，品牌电饭锅，锅具，盘子碗等用品，调料食材需自备哦。
【卫生间】卫生间内设有24小时品牌热水器热水供应，配备吹风机。免费全自动洗衣机，品牌智能电热水器，保障24小时热水，品牌沐浴液。洗发水，洗手液，一次性洗漱用品，拖鞋，浴巾毛巾，牙具，无需自带，你可以泡澡缓解一下一身的疲劳。
【优势】房间配备智能门锁，密码系统自动一客一换，安全放心省心，出入无需钥匙门卡，专业保洁团队，卫生有保障，舒适优质床品，给你舒适的睡眠护航。
专业入住指导，全程自助式入住，给你安静的感受。
            ",100%,34 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,68平米,提供,衡水-桃城区-人民东路与红旗大街交叉口-汇中广场,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电饭煲']",北边500米是休闲广场，衡百大楼，肯德基，麦当劳，哈励逊国际和平医院，汉釜宫烤肉，火车站，汽车站，红旗影院，新华书店，二中，五中学区，晚上健身跳舞的人很多哦，小区500米范围以内很多很多饭店哦，吃货们，快来满足自己味蕾，尽情品尝吧！,位于哈励逊国际和平医院北邻高档小区内，东邻六中，二中，五中校区，南邻三中校区，步行到哈院三五分钟，到车站三分钟车程，小区门口公交站，到衡水湖公交18路，距离31路公交站台1公里，出租车繁多，交通十分方便，,0,,188,,100.0%,92.9%,86.9%,18,3.044
汇中广场/近二中/哈院衡百大楼/田园风格跃层大床房可开发票,"
                民宿对你而言，是一种家的温馨亲切，对于我而言，每一套房租都是我的艺术品，更是一种文化，每套房屋承载着我的爱好和梦想，还有艺术的升华！期待来自四面八方的朋友来体验和品鉴我的作品，一次合作一生朋友。
【户型】一室一厅一厨一卫敞开式loft复式，落地窗，环境整洁，给你视野第一舒适感觉。
【客厅】客厅配备有舒适沙发，茶几，百兆光纤网络，高速wifi，
【二楼卧室】卧室配备1.8米双人舒适大床，电视柜，品牌液晶电视，
【厨房】品牌油烟机，品牌电磁炉，锅具，盘子碗，调料食材自备，
【卫生间】卫生间配备吹风机。洗衣机，品牌大容量电热水器，保障24小时热水，品牌沐浴液。洗发水，一次性洗漱用品，拖鞋，
【优势】房间配备智能门锁，密码自动一客一换，安全放心安心，出入无需钥匙门卡，专业保洁团队，卫生有保障，舒适优质床品，给你舒适的睡眠护航。
专业入住指导，全程自助式入住，给你最舒心的感受。
            ",100%,34 晚,普通公寓,1室1厅,整租,圆床,1张,2人,1,70平米,提供,衡水-桃城区-人民东路与红旗大街交叉口-汇中广场,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '落地窗', '沙发', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '电饭煲', '灭火器', '花园', '观景露台']",,,0,,148,,100.0%,92.9%,86.9%,18,3.044
【近五中】十三中/十四中/腾达新城一室一厅客卧分离,"
                我们的房子满足拎包入住的便捷生活需求，安静舒适。安全系数高，让您犹如住在自己家一样温馨，舒适，安全，有保障。我们有严格专业的保洁团队 进行保洁，让您住进我们的公寓，一尘不染，干净整洁！
房间布局典雅宽敞，屋内精心布置的床品，沙发等家居。
高速免费宽带、冷暖空调、WiFi、智能网络电视、冷暖空调、24小时热水、洗衣机、厨房、厨具、餐具齐全、一次性洗漱用品。
房费包含水电及其它所需生活用品，让您住的更省心更温馨。
            ",100%,34 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,62平米,提供,衡水-桃城区-前进街宁安路交叉口西北角-腾达新城东区,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁']",楼宇内安装有品牌电梯，楼道干净整洁，物业管理有序，行人出入需刷门禁卡，让您住的安全放心。小区紧临十四中、五中；居然之家；吉美家居；吉美超市；衡百国际；万德福超市；对面即是茶市街；周边有各种特色餐饮；多家银行；医院；萧河公园、怡水公园，购物娱乐应有尽有，是您出差公务，旅行小住的美好临时住所,位于前进街宁安路交叉口西北角腾达新城东区。交通便利，公交14路、13路、30路、22路、23路、28路等多条公交线路经过小区；打车也很方便。,0,,108,,100.0%,100.0%,90.0%,4,5.0
哈院！近车站！近二中精品复式楼中楼一居,"
                 民宿对我而言，是一种事业，房间对于我而言，是我的艺术品，更是一种文化，每套房屋承载着我的爱好和梦想，还有艺术的升华！期待来自四面八方的朋友来体验和品鉴我的作品，一次合作一生朋友。
【户型】一室一厅一厨一卫敞开式loft复式，落地窗，环境整洁，给你视野第一舒适感觉。
【客厅】客厅配备有品味沙发床，衣柜，百兆光纤网络，高速wifi，
【二楼卧室】卧室配备1.8米双人舒适大床，电视柜，品牌液晶电视，
【厨房】电热水壶，可以随时自己烧水煮茶，品牌油烟机，品牌电磁炉，锅具，盘子碗，调料食材自备，
【卫生间】卫生间配备吹风机。洗衣机，品牌大容量电热水器，保障24小时热水，品牌沐浴液。洗发水，一次性洗漱用品，拖鞋，
【优势】房间配备智能门锁，密码自动一客一换，安全放心安心，出入无需钥匙门卡，专业保洁团队，卫生有保障，舒适优质床品，给你舒适的睡眠护航。
专业入住指导，全程自助式入住，给你最舒心的感受。

            ",100%,18 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,65平米,提供,衡水-桃城区-1413-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '全天热水', '厨房', '毛巾', '拖鞋', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁']","小区南邻衡百大楼，哈励逊国际和平医院，商贸城，九州饺子城，肯德基。
北邻汉釜宫自助烤肉，重庆火锅，微妹整形医院，华澳，德隆超市，吉美超市，休闲广场，红旗影院，火车站，汽车站，新华书店，新华路水果蔬菜市场，榕花街手机一条街，问津街烟酒批发一条街，人民公园，",位于哈励逊国际和平医院北邻高档小区内，东邻六中，二中，五中校区，南邻三中校区，步行到哈院三五分钟，到车站三分钟车程，小区门口公交站，到衡水湖公交18路，距离31路公交站台1公里，出租车繁多，交通十分方便，,0,,158,,100.0%,92.9%,86.9%,18,3.044
舒适两居,"
                舒适/安逸/南北通透(两居)愿它带给您家一样的感觉。施设配套齐全，楼下公交车站，紧邻怡然城大型商超(吃、玩、娱乐、购物一体)
            ",100%,20 晚,小区住宅,2室1厅,整租,"双人床
双人床",2张,4人,1,98平米,提供,衡水-桃城区-怡然城附近,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '洗衣机', '全天热水', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '餐具炊具', '被子']",,,0,,130,,100.0%,100.0%,100.0%,1,5.0
[近二中]怡然城/火车站/高铁/大广高速/舒适两居,"
                温馨舒适两居，家一样的感觉。电梯直达，交通设施方便，楼下公交车站。紧邻怡然城 (大型吃、玩、娱乐、购物一体)…………
            ",100%,28 晚,小区住宅,2室2厅,整租,"双人床
双人床",2张,4人,1,98平米,提供,衡水-桃城区-榕花大街与大庆路北-盛世华庭,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '新风系统', '有窗户', '沙发', '茶几', '洗浴用品', '香皂', '刀具菜板', '燃气灶']",,,0,,223,,100.0%,100.0%,100.0%,1,5.0
近哈院，二中，复式跃层 loft 大床房,"
                民宿对你而言，是一种家的温馨亲切，对于我而言，每一套房租都是我的艺术品，更是一种文化，每套房屋承载着我的爱好和梦想，还有艺术的升华！期待来自四面八方的朋友来体验和品鉴我的作品，一次合作一生朋友。
【户型】一室一厅一厨一卫敞开式loft复式，落地窗，环境整洁，给你视野第一舒适感觉。
【客厅】客厅配备有舒适沙发，茶几，百兆光纤网络，高速wifi，
【二楼卧室】卧室配备1.8米双人舒适大床，电视柜，品牌液晶电视，
【厨房】品牌油烟机，品牌电磁炉，锅具，盘子碗，调料食材自备，
【卫生间】卫生间配备吹风机。洗衣机，品牌大容量电热水器，保障24小时热水，品牌沐浴液。洗发水，一次性洗漱用品，拖鞋，
【优势】房间配备智能门锁，密码自动一客一换，安全放心安心，出入无需钥匙门卡，专业保洁团队，卫生有保障，舒适优质床品，给你舒适的睡眠护航。
专业入住指导，全程自助式入住，给你最舒心的感受。
            ",100%,36 晚,小区住宅,1室1厅,整租,圆床,1张,1人,1,65平米,提供,衡水-桃城区-人民路红旗大街交叉口西北角-汇中广场,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '被子']",位于哈励逊国际和平医院北邻高档小区内，东邻六中，二中，五中校区，南邻三中校区，步行到哈院三五分钟，到车站三分钟车程，小区门口公交站，到衡水湖公交18路，距离31路公交站台1公里，出租车繁多，交通十分方便，,位于哈励逊国际和平医院北邻高档小区内，东邻六中，二中，五中校区，南邻三中校区，步行到哈院三五分钟，到车站三分钟车程，小区门口公交站，到衡水湖公交18路，距离31路公交站台1公里，出租车繁多，交通十分方便，,0,,168,,100.0%,92.9%,86.9%,18,3.044
衡水学院附近 清新简约  温馨一居室,"
                房间描述:简约干净，电梯房，小区内安静，进出方便，停车位充足，保安24小时巡逻！
环境描述:附近有大型商场，出小区就是小吃街，附近还有电影院，广场，距离四中，十四中，十三中，七中，五中，绿岛，市政府，医院，人民广场，衡水学院，衡百国际，万德福，等都很近！
            ",100%,46 晚,普通公寓,1室0厅,整租,单人床,1张,2人,1,30平米,提供,衡水-桃城区-庆丰街与站前路交叉口北行100米路东-北斗星城八区,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '电吹风', '被子']",小区附近有小吃街，广场，商场，影院，游泳馆，汗蒸馆等！进出方便，小区内安静！,房间位于和平路庆丰街北行300米路东，火车站公交车路线:23路/12路/7路/16路/6路均可抵达！,1, 感觉不错，房主服务也挺好,98,5.0,100.0%,100.0%,80.0%,1,5.0
近衡水市第二中学 榕和佳苑 一居室,"
                离车站，吉美超市都很近，停车方便，环境优雅，洗衣服，做饭都可以，，有需要的朋友联系我
            ",100%,24 晚,普通公寓,1室0厅,整租,双人床,1张,2人,1,50平米,提供,衡水-桃城区-榕花大街136-榕和佳苑,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '餐具炊具', '电吹风', '被子']",,,0,,113,,100.0%,100.0%,94.3%,2,5.0
（日式风格）衡水学院/衡中/十三中/十四中 一居室,"
                （新豪华装修）一室一厅可住4人
两张大床，两张沙发，还有一张办公桌，一把椅子。房间阳面，总面积超过40平米，新装修，整体设计简约又不失格调，宽敞舒适。客厅家具豪华，采光很好。
白天可以观赏大桥风景，夜晚则可以在衡水学院周边品尝小吃，浪漫至极～周边菜市场，医院交通方便，设备齐全，净水机，洗衣机，吹风机，淋浴全天24小时热水。热水器，净水机，纯净水，卫浴，一次性用品一应俱全，2017年新装修，干净卫生，床铺一客一换。

            ",100%,42 晚,普通公寓,1室1厅,整租,双人床,1张,3人,1,52平米,提供,衡水-桃城区-河西和平路与前进大街交叉口东北角-蓝波湾,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '空调', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具']",衡水学院周边/十三中/十四中/五中/二中/衡中/至臻中学不远，超市菜市场饭店都有，此套公寓位于市中心繁华的市政府周边地区，高端小区内。紧邻衡水学院，可无遮挡的俯瞰衡水西边全貌，前进大街高架桥风景堪称完美。,衡水学院大学校区，临近高铁北站，紧邻信誉楼，万德福超市，停车方便，7路，12路，16路，21路，23路，直达衡水火车站，出租车很多，交通特别方便！,0,,150,,100.0%,100.0%,96.7%,14,4.643
蓝波湾精品公寓,"
                学院附近  蓝波湾温馨日租房，钟点房，地理位置优越，超大停车场，环境优雅，安全卫生，电梯直达，电视，空调，热水器，洗衣机，无线wifi，独立卫生间，一次性洗漱用品等，一室一厅一卫，设施齐全 拎包入住。
            ",100%,36 晚,普通公寓,1室1厅,整租,双人床,1张,2人,1,40平米,提供,衡水-桃城区-和平路与前进街交叉口东北角-恒丰蓝波湾小区,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '全天热水', '毛巾', '拖鞋', '一次性用品', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '被子']",,,0,,108,,100.0%,100.0%,100.0%,2,2.5
榕和佳苑滏兴国际日租房,"
                干净卫生整洁舒心，配套设施齐全，周边大中小型超市饭店，出入方便
            ",100%,28 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,50平米,提供,衡水-桃城区-榕花北大街143号-滏兴国际园,衡水,桃城区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶']",,,0,,98,,100.0%,100.0%,100.0%,1,0.0
「哲家」恋与爱｜羽丝绒床垫｜复式投影房｜免费影视VIP｜小度智能｜汇中衡水学院｜可四人｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,"双人床
沙发床",2张,2人,1,110平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,224,,100.0%,100.0%,100.0%,7,5.0
「哲家」浪漫满屋｜投影房免费会员｜小度智能｜设计师风格｜超大客厅｜情侣打卡｜十三十四中二中｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,80平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备', '灭火器']",,,0,,223,,100.0%,100.0%,100.0%,7,5.0
「哲家」星夜相伴｜投影房免费会员｜小度智能｜ins风精装｜情侣打卡｜十三十四二中｜超大客厅｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备']",,,0,,158,,100.0%,100.0%,100.0%,7,5.0
「哲家」绿野仙踪｜羽丝绒床垫｜复式投影房｜免费影视VIP｜可加两床｜高清电视｜汇中｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,210,,100.0%,100.0%,100.0%,7,5.0
「哲家」遇见生活｜每日消毒｜投影房免费会员｜小度智能｜提供加床｜衡水学院汇中,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近衡水学院、衡水站、汇中广场、二中十三中十四中衡中、衡水市哈里逊人民医院、衡水育才妇产医院、
【特色服务】我们将为您提供从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供3人居住，如您有特殊需求，最多还可以加1位客人，希望您有个舒适的睡眠。
【尽享私密】全程自助入住，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,18 晚,Loft公寓,1室1厅,整租,双人床,1张,2人,1,88平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '泳池', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '投影设备', '音响设备', '灭火器', '花园', '观景露台']",【周边环境】位于衡水CBD商业区，周围有汇中广场，星巴克，coco茶饮，汉堡王，电影院，麦当劳，医院商场餐饮应有尽有，下楼就是商场，一站式享受,,0,,229,,100.0%,100.0%,100.0%,7,5.0
「哲家」恋与爱｜羽丝绒床垫｜复式投影房｜免费影视VIP｜小度智能｜汇中衡水学院｜可四人｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,"双人床
沙发床",2张,2人,1,110平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,224,,100.0%,100.0%,100.0%,7,5.0
「哲家」浪漫满屋｜投影房免费会员｜小度智能｜设计师风格｜超大客厅｜情侣打卡｜十三十四中二中｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,80平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备', '灭火器']",,,0,,223,,100.0%,100.0%,100.0%,7,5.0
「哲家」星夜相伴｜投影房免费会员｜小度智能｜ins风精装｜情侣打卡｜十三十四二中｜超大客厅｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备']",,,0,,158,,100.0%,100.0%,100.0%,7,5.0
「哲家」绿野仙踪｜羽丝绒床垫｜复式投影房｜免费影视VIP｜可加两床｜高清电视｜汇中｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,210,,100.0%,100.0%,100.0%,7,5.0
