名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
温馨舒适大床房,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近人民公园、万向城、廊坊市中医医院、廊坊博物馆、阿尔卡迪
【户型功能】我家是温馨1居（1室0厅1卫0厨房），房源有1张双人床可供2人居住，希望您有个舒适的睡眠。
【尽享私密】房源配置智能密码锁，出入无需钥匙门卡，全程自助，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,18 晚,小区住宅,1室0厅,整租,双人床,1张,2人,1,40平米,提供,廊坊-广阳区-祥云南道-孔雀丹枫园,廊坊,广阳区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '电吹风', '智能门锁', '有窗户', '洗浴用品', '牙具', '香皂']",周边丹枫公园，饭店小吃，出入方便,,0,,138,,100.0%,100.0%,80.0%,8,5.0
紧邻万达广场2公里周边设施齐全，有壹佰剧院 九天休闲谷 自然公园 元辰超市 北昌市场,"
                位置好，周边设施齐全，有壹佰剧院 九天休闲谷 自然公园 元辰超市 北昌市场
            ",100%,22 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,66平米,提供,廊坊-安次区-金光道明昌路-颐景园小区,廊坊,安次区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '有窗户', '洗浴用品', '牙具', '香皂', '投影设备', '桌面游戏']",位于廊坊市繁华地带,,0,,248,,100.0%,100.0%,100.0%,6,5.0
［依云尚品］紧邻万达2公里 周边有壹佰剧院 元辰超市 九天休闲谷 自然公园等,"
                周围设施齐全，有壹佰剧院，九天休闲谷，元辰超市，北昌市场等
            ",100%,16 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,66平米,提供,廊坊-安次区-明昌路-北昌新苑,廊坊,安次区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '有窗户', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '燃气灶', '电饭煲', '投影设备', '桌面游戏']",,,0,,248,,100.0%,100.0%,100.0%,6,5.0
高铁站附近,"
                情侣双人大床，沙发，独立卫生间
            ",100%,20 晚,酒店式公寓,1室0厅,整租,双人床,1张,2人,1,40平米,提供,廊坊-安次区-顺安街一号-钻石国际公寓,廊坊,安次区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '电磁炉', '桌面游戏', '观景露台']",,,0,,150,,100.0%,100.0%,100.0%,2,5.0
近万达，车站，自然公园，九天休闲谷，壹佰剧院，师范学院，西小区，适合家庭出游，商务洽谈,"
                房间采光好，软包大床，北欧风格精装修，附近有大型超市，餐饮小吃，菜市场
            ",100%,16 晚,小区住宅,2室1厅,整租,双人床,2张,4人,1,93平米,提供,廊坊-安次区-明昌路-北昌新苑,廊坊,安次区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '电吹风', '智能门锁', '有窗户', '洗浴用品', '牙具', '香皂', '投影设备', '桌面游戏']",房间地处学期，安静舒适,,0,,348,,100.0%,100.0%,100.0%,6,5.0
近丹凤公园的温馨情侣房,"
                临近学校公园楼下有饭店小吃便利店，房屋布置温馨舒适，干净清新
            ",100%,18 晚,酒店式公寓,1室1厅,整租,双人床,1张,2人,1,40平米,提供,廊坊-广阳区-祥云南道-丹凤园公寓楼,廊坊,广阳区,"['宽带上网', '电视', '淋浴', '空调', '暖气', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '灭火器', '花园']",,,0,,142,,100.0%,100.0%,80.0%,8,5.0
近医院公园学校的一套温馨情侣房,"
                临近街道，不用进小区，旁边是大公园，楼下有饭店小吃房间温馨，有沙发
            ",100%,18 晚,酒店式公寓,1室2厅,整租,双人床,1张,2人,1,40平米,提供,廊坊-广阳区-永兴北路-丹凤园,廊坊,广阳区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '全天热水', '毛巾', '拖鞋', '热水壶', '电吹风', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '沙发', '茶几', '洗浴用品', '牙具', '香皂']",,,0,,142,,100.0%,100.0%,80.0%,8,5.0
【初遇语情】生日聚会主题loft公寓,"
                亲爱的客人，欢迎来到我们的家！我家由90后知名室内设计师亲笔量身定制，希望您能喜欢！
【位置】我家步行至燕京理工大学只需要5
【特色服务】我们将为您提接送机、行李寄存服务和从入住到退房一条龙的管家式服务
【户型功能】我家是温馨两居（1室1厅1卫1厨房），房源有1张双人床，希望您有个舒适的睡眠。我家可以做饭，适合家人和朋友出行
【尽享私密】房源配置智能密码锁，出入无需钥匙门卡，全程自助，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住的安心
干净整洁，设备齐全，新型装修，管家式服务管理，风景美观，购物方便，学校附近，超市服务，
            ",100%,16 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,67平米,提供,廊坊-三河市-燕灵路-甜城方立方,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '桌面游戏', '游戏机', '音响设备', '灭火器', '观景露台']",,,0,,168,,100.0%,100.0%,100.0%,5,5.0
【初遇语情】美少女幻想主题空间loft公寓,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近燕京理工学院、燕郊植物园
【特色服务】我们将为您提供早餐、接送机、行李寄存服务，从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供2人居住，希望您有个舒适的睡眠。
【入住安心】房源配置智能密码锁，出入无需钥匙门卡，全程自助，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,16 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,50平米,提供,廊坊-三河市-燕灵路-甜城方立方,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '提供早餐', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '浴缸', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '投影设备', '音响设备', '灭火器', '花园', '观景露台']",,,0,,188,,100.0%,100.0%,100.0%,5,5.0
【初遇语情】独立空间loft情侣主题公寓,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近燕京理工学院、燕郊植物园
【特色服务】我们将为您提供接送机、行李寄存服务，从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供2人居住，希望您有个舒适的睡眠。
【入住安心】房源配置智能密码锁，出入无需钥匙门卡，全程自助，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,16 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,50平米,提供,廊坊-三河市-燕灵路-甜城方立方,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '投影设备', '音响设备', '灭火器', '观景露台']",,,0,,138,,100.0%,100.0%,100.0%,5,5.0
【初遇语情】海底世界loft主题公寓,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近燕京理工学院、燕郊植物园
【特色服务】我们将为您提供接送机、行李寄存服务，从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供2人居住，希望您有个舒适的睡眠。
【入住安心】房源配置智能密码锁，出入无需钥匙门卡，全程自助，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,16 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,50平米,提供,廊坊-三河市-燕灵路-甜城方立方,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '投影设备', '音响设备', '灭火器', '观景露台']",,,0,,148,,100.0%,100.0%,100.0%,5,5.0
「初遇语情」青苹果私密空间loft主题公寓，,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近燕京理工学院、燕郊植物园
【特色服务】我们将为您提供接送机、行李寄存服务，从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供2人居住，希望您有个舒适的睡眠。
【入住安心】房源配置智能密码锁，出入无需钥匙门卡，全程自助，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安 【房间无异味】【全新家具】【房东热情】【超高的性价比】【及时解决问题】【位置好找】
            ",100%,16 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,50平米,提供,廊坊-三河市-燕灵路-甜城方立方,廊坊,三河市,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '投影设备', '音响设备', '灭火器', '观景露台']",,,0,,148,,100.0%,100.0%,100.0%,5,5.0
政府附近,"
                地台床，榻榻米，两室独立卫生间厨房，投影房
            ",100%,22 晚,普通公寓,2室0厅,整租,"榻榻米
地上床垫",2张,4人,1,60平米,提供,廊坊-广阳区-祥云南道一号-四季家园北区,廊坊,广阳区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '投影设备', '灭火器']",,,0,,280,,100.0%,100.0%,100.0%,2,5.0
文安日租房终点房，一客一换，密码自行入住,"
                房屋全部精装修，小区附近超市，药店，水果店，公园，商场，配套设施齐全
            ",100%,18 晚,普通公寓,2室1厅,整租,双人床,2张,4人,1,119平米,提供,廊坊-文安县-迎宾大道-民安小区,廊坊,文安县,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '接待外宾', '有窗户', '落地窗', '沙发', '茶几', '洗浴用品', '牙具', '香皂', '洗涤用品', '燃气灶', '灭火器', '花园']",小区里有小公园，儿童娱乐区，附近有商场，公园,房间位于月星广场旁,0,,168,,100.0%,100.0%,100.0%,1,5.0
［依云尚品］壹佰剧院，西小区，九天休闲谷，自然公园，万达，周边有大型超市，菜市场，餐饮小吃,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近万达广场、廊坊师范学院、廊坊北站、万向城、人民公园
【特色服务】我们将为您提供行李寄存服务，从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供2人居住，希望您有个舒适的睡眠。
【入住安心】房源配置智能密码锁，出入无需钥匙门卡，全程自助，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,24 晚,小区住宅,1室1厅,整租,双人床,1张,2人,1,73平米,提供,廊坊-安次区-金光西道明昌路-北昌新苑,廊坊,安次区,"['宽带上网', '无线WIFI', '电视', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '拖鞋', '热水壶', '电梯', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '有窗户', '洗浴用品', '牙具', '香皂', '刀具菜板', '调料', '洗涤用品', '电饭煲', '投影设备', '桌面游戏']",周边有自然公园，九天休闲古，距离万达车站2公里，小区楼下有菜市场，饭店，小吃，小区位于学区，紧邻师范学院，十七小，廊坊四中,,0,,248,,100.0%,100.0%,100.0%,6,5.0
